"geneID"	"HL_1mMNO3_1"	"HL_1mMNO3_2"	"HL_1mMNO3_3"	"HL_10mMNO3_1"	"HL_10mMNO3_2"	"HL_10mMNO3_3"	"LL_1mMNO3_1"	"LL_1mMNO3_2"	"LL_1mMNO3_3"	"LL_10mMNO3_1"	"LL_10mMNO3_2"	"LL_10mMNO3_3"
"75"	"Cz01g02200"	5.7559210962224	5.5848069250859	5.59217443555125	6.43926097149943	6.34352879444578	6.23735442807672	6.06278732270884	5.96867260973514	5.81547474713025	6.34913081752494	6.20432055481456	6.14140153963876
"76"	"Cz01g02210"	5.83975354680792	5.91120161935798	5.75486325359906	6.463644377582	6.41130888847531	6.53488320753938	6.10740092717059	6.08298256397144	5.87159781423876	6.37492089113349	6.39739524577611	6.38002477763744
"77"	"Cz01g02220"	4.56847660715847	4.57453014326181	4.24137726261551	4.64662600185091	4.19903899892297	4.2472036374744	4.53353484366653	4.51459994200974	4.53239236253494	4.3710516634868	4.1045866420487	4.07560045658941
"78"	"Cz01g02230"	5.87205340202425	5.74847618755195	5.60462536254242	5.37543966540639	5.11264927994684	5.2700578074177	5.59358398230859	5.5848069250859	5.75185606752689	5.36297940533288	5.12646346452885	5.21702439105965
"79"	"Cz01g02240"	3.82112671013344	3.83636938532342	3.53865382055538	4.73662674038364	4.77050958217878	4.36498897428211	3.80927377305527	4.24061495545428	3.50672955029619	4.81293422396081	4.62118858860191	4.8892414218042
"80"	"Cz01g02250"	2.93166572899078	2.83085021758576	3.03191541604889	3.89136982638342	4.10634552689174	3.70683537631344	3.06509875717009	3.10784032666644	3.07251692207536	3.86591119601447	4.13510296795455	4.04920017348538
"81"	"Cz01g02260"	4.65255983770056	4.54618479119945	4.80016908209446	3.97800797961647	4.10840765409719	4.15249239884408	4.07679418456307	4.24885492664708	4.59110391998863	4.24565569446465	4.42447998370575	4.62490483056238
"82"	"Cz01g02270"	1.26477857758481	1.00213248000541	1.005954909223	2.37358747706007	1.63925023859205	1.9156990038957	1.41905687009848	1.53087231066735	1.16152053318584	2.29427389533899	2.33058811293527	1.96372638846232
"83"	"Cz01g02280"	6.75910168406862	7.19713359483632	7.45130510190784	6.32797390912198	6.36439541328857	6.24111201262364	7.27627831403841	7.48378219980756	7.45407151781233	6.35838977878448	6.48446635412937	6.15888022325008
"84"	"Cz01g02290"	3.96893279459782	3.80160001240825	3.92239704336677	3.94890470396429	4.36214948620328	4.19225893024568	3.84751424187962	3.97892777600605	4.02367303766287	4.99594494613582	5.45155971979566	5.4165336767499
"85"	"Cz01g02300"	7.23540351828447	7.2038821282731	7.27921539466556	7.66483260355402	7.64926925986515	7.63190542276036	7.31009729464426	7.2639492551421	7.28695479097192	7.50530593447058	7.50645945625281	7.50851410616409
"86"	"Cz01g03010"	4.80662306856985	4.97895080863319	4.93878122435208	5.4589593842187	5.3874187146331	5.33276409468949	4.64532551455953	4.97492830273378	4.71671591454003	5.01699582612823	5.18324357697589	5.29336830982701
"87"	"Cz01g03020"	5.32585598430849	5.19317025913719	5.3145348866013	5.77461032144517	5.78989262878393	5.51977630416072	5.2546964974893	5.30947636985214	5.21387381395141	5.30879132537286	5.45008213728223	5.60761635303887
"88"	"Cz01g03030"	3.80657299912444	3.81847365411112	3.78069779458843	4.20187502221971	4.079250057025	4.2618524248774	3.84036867653285	4.04512798382597	3.78174466095012	4.00261728406979	3.97404517337103	3.95189188944813
"89"	"Cz01g03040"	4.01304498081093	4.06336565595233	3.74670964535063	4.02367303766287	4.32040093350539	4.31247104071503	4.04868667316974	4.24628482229363	3.81804789385463	4.08017173084885	4.25488419629089	4.23231269771576
"90"	"Cz01g03050"	4.75810795314005	4.47189578094296	4.48621342465462	4.75573606002829	4.98841328580572	4.84509519560018	4.59299968309919	4.46677949076319	4.65749270604872	4.90766076382194	4.50661988888235	4.75227817532371
"91"	"Cz01g03060"	4.68506055078384	4.73459588775858	4.75193631789213	4.93058690574905	5.05772432772137	5.01801138111903	4.92176152857706	4.91135032227347	4.66628866269913	4.99236911438528	4.90137013500659	4.98465956643998
"92"	"Cz01g03070"	4.23822687281762	4.10874164364585	4.0760814102005	4.83474020029526	4.84652016867794	4.77212946456289	4.29164874442669	4.28164983051755	4.1719358784643	4.67847995731054	4.63536588919159	4.75412438068009
"93"	"Cz01g03080"	4.52319846073561	4.81384827737527	4.87178308368772	4.65859120397506	4.80904895362017	4.97231761819449	4.90672251387102	5.09703683492809	5.01448243422475	4.75086917677706	5.05738980891308	4.72591909819201
"94"	"Cz01g03090"	5.28200572147162	5.33630380008413	5.23013284751679	5.46227245410231	5.64341385782528	5.40730806399706	5.67953787517104	5.79206914870501	5.56265244476975	5.71441947430389	5.83975354680792	5.56124713206435
"95"	"Cz01g03100"	5.47265952913056	5.76938364783596	5.69035615770774	5.83352994244464	5.6381352551217	5.94423440703859	5.9616299764382	5.95178216729053	5.87931083401608	6.08873188621635	5.78386014492738	5.82038879844132
"96"	"Cz01g03110"	9.95102942674332	9.91050632658393	10.2522221488678	9.21268374777763	8.89781108430005	8.91303125653758	9.53625834908194	9.55622622224978	9.80801953293231	8.76480012989081	8.63942999685785	8.64882012190028
"97"	"Cz01g03120"	3.39193243181468	3.96177081240042	4.18717233773406	4.15363352051222	4.00109732285601	3.99641039995081	4.15460760143443	4.39456038023759	4.33881302981653	3.79496937844827	3.94890470396429	3.94476456718771
"98"	"Cz01g03130"	1.63046806760323	1.51466684248341	1.74764046346862	2.03315871288474	2.03434744424377	2.03213281093051	2.35161569789052	2.05043955518923	1.75220880373913	1.95976685963035	2.01813621113637	1.99566742269854
"99"	"Cz01g03140"	0.649884591818259	0.778902240704782	0.91344472919325	0.661325616951701	0.504643320637175	0.656740804997733	0.97699956098559	0.897936585536586	0.90418098627306	0.646251690489177	0.556787878141031	0.513734985791996
"100"	"Cz01g03150"	5.35158555310097	5.57218005727907	5.15648731042844	5.12585205578833	5.17073423591483	5.39606153230863	5.91650805734601	5.79838495415966	5.7436738630877	5.8006546124219	5.53348903685703	5.3436440735216
"101"	"Cz01g03160"	4.42411201122693	4.5343893711237	4.40620393678718	4.99236911438528	4.80258926559643	4.81051692383873	4.74532880913585	4.63727848837054	4.64785457314109	4.85455577929495	4.89472423679547	4.83877833556601
"102"	"Cz01g03170"	0.788090411708179	0.963123315774762	1.05259261096019	1.23801012467242	1.41776193027792	1.1256991980005	1.09300167392092	1.42800023678462	1.06256075629619	1.48391560051833	0.962146548564817	0.885570545149774
"103"	"Cz01g03180"	0.500925614209868	0.653930909248123	0.526965040850272	1.32239460808309	0.606123740752478	0.677238411524524	0.736664553737067	0.561037010603359	0.63270690532598	0.826114249115804	0.663849119925908	0.467432407851733
"104"	"Cz01g03190"	7.13925304682424	7.17464211232825	7.05828692021234	6.90816120757766	6.95560537695241	6.95316113458696	6.91029961139637	7.05111436927616	7.14533106006468	6.92706295700371	6.91029961139637	6.97334367446555
"105"	"Cz01g03200"	2.90533181187213	2.84552596176643	2.85866938228361	3.57543592705137	3.5551167772634	3.30584042909235	3.14033332418057	3.01806545475564	2.83404285531237	3.3672158951534	3.42308055026676	3.33400123070176
"106"	"Cz01g03210"	5.95379194135463	5.92153167550517	5.88091912762907	6.01788014173291	6.10937877499076	6.14632954347434	5.84176977316919	5.91772785108689	5.89141029310653	6.1546903793966	6.25851500763637	6.33953940794637
"107"	"Cz01g03220"	1.46966254903552	1.29186635839361	1.63085303159104	1.91031812194157	1.98469482795976	2.17166976964737	1.25641935640371	1.42729787244523	1.58008753947774	0.921426330137964	1.59490133838101	2.36192078446457
"108"	"Cz01g03230"	6.24967246858586	6.25642169000732	6.17270456108541	6.27453051085291	6.36363497587208	6.28832078213793	6.20827763979549	6.18031462018229	6.22285923684538	6.14786560549025	6.29819821916455	6.39887155818563
"109"	"Cz01g03240"	8.82270221003696	8.68609811994457	8.80550568472651	8.93888524418369	8.93888524418369	8.94517196493399	8.75085954064378	8.74520115563132	8.73330564608205	8.97856052776286	9.02390265712431	8.99363001892123
"110"	"Cz01g03250"	4.02016052662928	4.2432542864886	4.11020865654663	4.27733800971694	4.25321529323098	4.14662452610639	4.64458822316204	4.42252342223104	4.19633950344324	4.33321975964867	4.12511454610503	4.23737107109436
"111"	"Cz01g03260"	4.5483513756296	4.63855368558526	4.43535521828116	4.90628747489815	4.57811023507864	4.4849615298108	4.99276084419005	4.76106681934956	4.62622890150422	4.75573606002829	4.46712355965949	4.5016931897783
"112"	"Cz01g03270"	5.22619898629814	5.32232985074772	5.50460552622321	5.66811745760972	5.61550451200439	5.74721603936537	5.50500705384317	5.66981635275646	5.56457508611459	5.85510335190065	5.79902581364611	5.70594945358534
"113"	"Cz01g03280"	6.09829800100171	5.93585489404126	5.87986774825034	6.59588655741926	6.28897375896027	6.25784075610143	6.20262510033551	6.02518018249977	5.94423440703859	6.10021247096146	6.25383044740255	6.19487573537541
"114"	"Cz01g03290"	5.78338450751868	5.70966981526048	5.73013909361274	6.20093778154581	6.09829800100171	6.07618199760664	5.66956319846866	5.87474920034879	5.76400208880398	5.93454529149233	5.89273350054296	5.88149161656493
"115"	"Cz01g03300"	2.07664091685033	1.99889274551055	1.74597517065663	2.54551638554995	2.63657818594571	2.53880808771602	2.0867386066597	1.95976685963035	2.06036187292537	2.4234167045062	2.47482911198292	2.16665899382854
"116"	"Cz01g03310"	7.06532594274062	6.96113427621586	7.00246908992199	6.96113427621586	6.96113427621586	6.97973703735203	6.95650370730663	6.95774807622741	7.02603952785303	6.66009743085144	6.85539978987603	6.64211937759943
"117"	"Cz01g03320"	3.6115840729882	3.57842346824594	3.86128068647043	4.13640229156871	4.2759227829847	4.14411311687413	3.78543513998917	3.82013221994652	3.71798726154937	4.19348555817078	4.41142001472511	4.38219216819106
"118"	"Cz01g04010"	6.12145746577818	6.09602677965483	6.01662275071197	6.38389312415421	6.29334691967796	6.31130268496318	6.27855891909911	6.17799763143985	6.16383917493728	6.59351779385108	6.40289357807296	6.53947180066612
"119"	"Cz01g04020"	5.48912474513408	5.41830936595118	5.4318674145996	5.51542573226833	5.33352542145686	5.19844644779228	5.53433026159745	5.46858573239754	5.42502429743445	5.35589074145386	5.2048335289153	5.22191484479858
"120"	"Cz01g04030"	1.16152053318584	1.01790771016303	0.713591835891012	1.90033116244136	1.44163528130604	0.963123315774762	1.57384532267374	1.23854791253539	1.08587865000576	1.01257100249428	1.08834462789975	1.13326843562094
"121"	"Cz01g04040"	7.03804982586807	6.9638775430002	7.07088768847961	7.60735017655054	7.81463876105558	7.70635665422292	6.98353293405914	7.08387341545605	7.20240356962076	7.79049333974118	7.89231848894827	7.95417675733065
"122"	"Cz01g04050"	0.696744315528339	0.590145508859121	0.613832094794605	1.93724121895562	2.18714150612986	1.67535238848254	1.02702294221807	0.717809832895234	0.392828250069726	1.2866407169689	1.41700147320463	1.2873128689358
"123"	"Cz01g04060"	5.03164401271552	5.09013701934224	5.42236428923867	4.80072004209702	4.75760165538838	4.86119537298896	5.11291815169531	5.2546964974893	5.39878796651695	4.8830422246225	4.84378108152324	4.97895080863319
"124"	"Cz01g04070"	3.81557014041785	3.66763358613206	3.53812570440809	3.93742039958797	3.98181722607036	3.90158248242231	3.822673673596	3.81925193536887	3.71870407731178	3.86335368438233	4.06865866798985	3.83997268311251
"125"	"Cz01g04080"	5.10762800862978	5.12275310909066	4.7504998898886	5.44326609054054	5.61125161404818	5.48220689487045	5.23193357486705	5.30911648252202	4.90598783391521	5.59101172380802	5.68197218249292	5.68700379409414
